ID_Line,Name_Line,ShortName_Line,TransportMode,OperatorRef,OperatorName,NetworkName,ColourWeb_hexa,TextColourWeb_hexa,TextColourPrint_hexa,ID_GroupOfLines,ShortName_GroupOfLines,Picto
C02564,75,75,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,4d90cd,ffffff,ffffff,A02572,Verneuil (Gare / Notre-Dame Les Oiseaux) - Vernouillet (Collège Emile Zola),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00878,3608,3608,bus,1009,Transdev Melun,Grand Melun,d39d00,0,0,A02508,GARE DE MELUN - CURIE FOCH,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01421,N122,N122,bus,100,RATP,Noctilien,3c91dc,ffffff,ffffff,A01272,N122,
C02538,311,311,bus,100,RATP,,f58f53,0,0,A02711,CHELLES (Terre Ciel) - NOISIEL (gare RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01193,172,172,bus,100,RATP,,00643c,ffffff,ffffff,A01051,172,
C01583,615,615,bus,1024,Transdev Nord Seine-Saint-Denis,Terres d'Envol,83c491,0,0,A01429,VILLEPINTE (Gare R.E.R.)  - BOBIGNY (Pablo Picasso),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/f97d9acf15a5071f6dcfe731de02efb1
C00119,41,41,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,6c666e,ffffff,ffffff,A00111,LES MUREAUX - BAILLY,
C00939,54,54,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,990000,ffffff,ffffff,A00804,LE PLESSIS-PLACY (Centre Bourg)  - CROUY-SUR-OURCQ (Collège),
C01858,TER Centre - Val-de-Loire Bus,TER,bus,800,SNCF,TER,aaaaaa,0,0,A02179,TER Centre - Val-de-Loire (Ligne C),
C01773,34,34,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,c5a3cd,0,ffffff,A01831,Desserte interne de Poissy,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01755,D,D,bus,1012,Keolis Argenteuil Boucles de Seine,Argenteuil - Boucles de Seine,640082,ffffff,ffffff,A00304,CENTRE COMMERCIAL PARLY 2  - CHATOU (Gare RER),
C00042,6133,6133,bus,1017,Keolis Vélizy Vallée de la Bièvre,Vélizy Vallées,82dc73,0,0,A00041,Chaville (Gare Rive Droite) - Vélizy Villacoublay (Base Aérienne 107),
C02581,TàD Nangis / La-Chapelle-Rablais,TàD,bus,1030,Francilité Grand Provinois,Provinois - Brie et Seine,ffcc30,0,0,A02599,TAD Villefermoy ligne virtuelle de la CC Brie Nangissienne,
C01171,146,146,bus,100,RATP,,d282be,0,0,A01026,146,
C00057,9,9,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,95bae5,ffffff,ffffff,A00053,TILLY (MILLERUS)  - MONTFORT-L'AMAURY (COLLEGE RAVEL),
C02558,66,66,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,00b397,ffffff,ffffff,A02565,Triel-sur-Seine (Senet) - Verneuil (Jean Zay / Notre-Dame),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00803,6,6,bus,1025,Keolis Portes et Val de Brie,Pays Briard,e3b229,0,0,A00688,CHEVRY-COSSIGNY (Cossigny)  - MELUN (QUAI DE LA COURTILLE),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01684,T5,T5,tram,100,RATP,,62259d,ffffff,ffffff,A01760,T5,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/96aee20f2627ccacff25a9bc23b96cbc
C00540,453,453,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,d96ba6,ffffff,ffffff,A02678,GUYANCOURT E. Viollet Le Duc – SAINT REMY LES CHEVREUSE Gare,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01685,A1,A1,bus,1040,Francilité Seine et Oise,Cergy-Pontoise Confluence,f28c1c,0,0,A01321,ACHERES (GARE)  - ACHERES (GARE),
C02173,CSP,CSP,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,fdc300,0,0,A02683,PLAISIR – ELANCOURT Collège La Clef Saint Pierre,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01102,66,66,bus,100,RATP,,00643c,ffffff,ffffff,A00956,66,
C00796,3,3,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,ed7f10,ffffff,ffffff,A00683,AVON (Gare routière)  - FONTAINEBLEAU (Crevat Jaurès),
C01484,6231,6231,bus,1034,Transdev Versailles,Grand Versailles,82c8e6,0,0,A01324,Celle St Cloud (Gare) - Rueil Malmaison (Gare),
C00151,Express 16,EX16,bus,1036,Francilité Express Ouest,Lignes Île-de-France Ouest,3bb2ff,0,0,A00140,MONTIGNY-LE-BRETONNEUX (GARE ST QUENTIN EN YVELINES)  - CERGY (GARE),
C01904,L,L,bus,334,Autocars Dominique,Paris-Saclay Mobilités,a74fff,ffffff,ffffff,A01788,L,
C00447,30-14,30-14,bus,30,Cars Lacroix,ValBus,3d99d0,ffffff,ffffff,A00389,ST-LEU-LA-FORET (GARE)  - FRANCONVILLE (GARE),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00687,DM11C,DM11C,bus,1013,RD Saclay,Paris Saclay,ffce00,0,0,A00591,MASSY (GARE RER)  - NOZAY (LABORATOIRES),
C02499,Z,Z,bus,334,Autocars Dominique,Paris-Saclay Mobilités,f3be27,ffffff,ffffff,A02593,Gare de Lozère - marché du Pileu (Palaiseau),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01476,6,6,bus,1012,Keolis Argenteuil Boucles de Seine,Argenteuil - Boucles de Seine,82c8e6,0,0,A01316,Maisons Laffitte - Mesnil-Le-Roi,
C02298,27,27,bus,1002,Transdev Marne-la-Vallée,Marne-la-Vallée,dfaf47,0,0,A02350,GARE BUSSY SAINT GEORGES - FERRIERES EN BRIE - GARE BUSSY SAINT GEORGES,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00209,32,32,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,00814f,ffffff,ffffff,A00186,Victor Basch-GOUSSAINVILLE - Aéroville-AÉROPORT CDG 1,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02201,Express 91-11,EX91-11,bus,1036,Francilité Express Ouest,Lignes Île-de-France Ouest,3bb2ff,0,0,A02297,Massy Palaiseau RER – Montigny le Bretonneux,
C02252,Ks,Ks,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,a3c2e6,0,0,A02644,Nanteuil-lès-Meaux - Collège de la Dhuis <> Mareuil-lès-Meaux - Cimetière,
C01127,96,96,bus,100,RATP,,dc9600,0,0,A00981,96,
C01511,15,15,bus,1027,Francilité Pays de Montereau,Pays de Montereau,f9d960,0,0,A01352,SALINS (LE ROTI)  - MONTEREAU-FAUT-YONNE (GARE SNCF),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00270,40,40,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,78c696,0,0,A00252,Poissy (Gare Nord) - Conflans-Ste-Honorine (Fin d'Oise),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00633,37,37,bus,1002,Transdev Marne-la-Vallée,Marne-la-Vallée,ffcc30,0,0,A00541,LAGNY-SUR-MARNE (SERVICE URBAIN)  - LAGNY-SUR-MARNE (FOCH/PAIX NOTRE DAME),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02372,TER Hauts-de-France,TER,rail,800,SNCF,TER,aaaaaa,0,0,A02393,,
C01978,323,323,bus,1018,Francilité Ouest Essonne,Essonne Sud Ouest,d5c900,0,0,A02447,Lardy - Gare de Bouray -Étréchy - Gare d'Etrechy,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02551,55,55,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,f59eb3,0,0,A02558,Poissy (Saint-Exupéry) - Poissy (le Corbusier),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01083,38,38,bus,100,RATP,,0055c8,ffffff,ffffff,A00937,38,
C00823,10,10,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,77ad1c,ffffff,ffffff,A00707,BRANSLES (ARISTIDE BRIAND)  - ST-PIERRE-LES-NEMOURS (GARE SNCF),
C01699,23,23,bus,1013,RD Saclay,Paris Saclay,8a5d99,ffffff,ffffff,A01766,MASSY LES ULIS CC - SUD,
C00467,30-43,30-43,bus,30,Cars Lacroix,ValBus,e2007a,ffffff,ffffff,A00409,ERMONT (LA TOUR)  - ERMONT (GARE DE CERNAY),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00110,73,73,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,bb4b9b,ffffff,ffffff,A00102,LES MUREAUX (Gare)  - AUBERGENVILLE (Lycée Van Gogh),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02596,Soirée Morêt-sur-Loing,Soir,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,652c8f,ffffff,ffffff,A02713,Service divergent gare de Moret-Veneux-les-Sablons,
C00790,42,42,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,811453,ffffff,ffffff,A00677,SIVRY-COURTRY (Mairie)  - CHAMPAGNE-SUR-SEINE,
C01530,417,417,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,e74215,ffffff,ffffff,A01370,TRAPPES (Trappes Gare)  - ELANCOURT - PLAISIR - LA VERRIERE (La Verrière Gare),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02621,5S,5S,bus,1025,Keolis Portes et Val de Brie,Pays Briard,3d85c6,ffffff,ffffff,A02774,ligne 5s,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01254,272,272,bus,100,RATP,,ff5a00,0,0,A01114,272,
C01413,N01,N01,bus,100,RATP,Noctilien,a0006e,ffffff,ffffff,A01264,N01,
C00141,95-24,95-24,bus,1007,Transdev Vexin,Vexin,9696dc,ffffff,ffffff,A00133,MOUSSY - VIGNY,
C00161,R3 Nord,R3N,bus,1021,Transdev Boucle des Lys,Saint Germain Boucles de Seine,a2c119,0,0,A00147,ST-GERMAIN-EN-LAYE (RER)  - ST-GERMAIN-EN-LAYE (RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01134,105,105,bus,100,RATP,,ff5a00,0,0,A00989,105,
C00114,X419,X419,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,3bb2ff,ffffff,ffffff,A00106,Les Mureaux (Gare) - Versailles (Gare de Versailles Chantiers),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00590,S,S,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,a5a4cd,ffffff,ffffff,A00498,COMBS-LA-VILLE (GARE RER D)  - BOUSSY-ST-ANTOINE (GARE RER D),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00116,33,33,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,008c5a,ffffff,ffffff,A00108,Desserte interne de Meulan-en-Yvelines,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01618,403,403,bus,1038,TISSE,Evry Centre Essonne,efa602,ffffff,ffffff,A01468,SOISY-SUR-SEINE (COLLEGE)  - BONDOUFLE (IMPRIMERIE NATIONALE),
C00299,1510,1510,bus,1008,Transdev Valmy,Vallée de Montmorency,cec73d,0,0,A00275,EAUBONNE (Gare d'Ermont-Eaubonne)  - SOISY-SOUS-MONTMORENCY (Parc des Sources),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00508,3928D,3928D,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,d0a889,0,0,A00438,BRIIS-SOUS-FORGES (Collège Jean MONNET)  - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET),
C00187,23,23,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,9d9fa1,ffffff,ffffff,A00171,LONGVILLIERS - ABLIS,
C02456,9 (Future 439),9,bus,1032,Transdev Côteaux de la Marne,Marne et Seine,f4cccc,0,0,A02432,Gare de Sucy Bonneuil - Gare de Sucy Bonneuil (via port de Bonneuil),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00887,3612,3612,bus,1009,Transdev Melun,Grand Melun,7f408e,ffffff,ffffff,A00763,GARE DE MELUN - GARE DE MELUN,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00610,23,23,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,e3051b,ffffff,ffffff,A00520,ARNOUVILLE-LES-GONESSE (VILLIERS LE BEL RER)  - VILLEPINTE (PARC DES EXPOSITIONS RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02395,M154,M154,bus,1033,Transdev Cœur Essonne,Cœur d’Essonne,a0006e,ffffff,ffffff,A00593,PARIS-14 (PTE ORLEANS)  - ARPAJON (Porte d'Etampes),
C00891,3611,3611,bus,1009,Transdev Melun,Grand Melun,92d1d1,0,0,A00695,BOISSISE-LE-ROI - DAMMARIE-LES-LYS - LE MEE-SUR-SEINE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01743,B,B,rail,800,SNCF,RER,5091cb,ffffff,ffffff,A01857,RER B,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/09417158011567b7a8165357e51e565d
C01577,605,605,bus,293,TRA,Seine-Saint-Denis,d5c900,0,0,A01423,AULNAY-SOUS-BOIS (Gare R.E.R.)  - LE RAINCY (LE Raincy Villemomble Montfermeil RER),
C00621,13,13,bus,1002,Transdev Marne-la-Vallée,Marne-la-Vallée,f58f53,0,0,A00529,TORCY (TORCY RER)  - OZOIR-LA-FERRIERE (SNCF),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01644,N143,N143,bus,1028,Keolis Roissy Pays de France Ouest,Noctilien,5191cd,ffffff,ffffff,A01491,N143 - NOCTILIEN - Paris Gare de l'Est - Tremblay-En-France (Aeroport CDG),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01328,492,492,bus,100,RATP,,ffbe00,0,0,A01189,492,
C01034,73,73,bus,1011,RD Mantois,Mantois,ffcc30,0,0,A00887,VERNON Saint Adjutor - POISSY Peugeot,
C01044,20,20,bus,1025,Keolis Portes et Val de Brie,Pays Briard,96d4e1,0,0,A00897,Verneuil l'Etang (Gare SNCF) - Mormant (Bagneaux),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00309,501 Scolaire,501,bus,1012,Keolis Argenteuil Boucles de Seine,Argenteuil - Boucles de Seine,ffbe00,0,0,A00289,SARTROUVILLE (P.A. des Perriers)  - SARTROUVILLE (Gares),
C02636,TZEN 4,TZEN 4,bus,1038,TISSE,,aaaaaa,0,0,A02790,TZEN 4 - CORBEIL-ESSONNES GARE - VIRY-CHATILLON LA TREILLE,
C00756,90,90,bus,1011,RD Mantois,Mantois,9b9842,ffffff,ffffff,A00649,BOISSET Mairie - LONGNES Heurteloup - MAGNANVILLE Lycée,
C01613,F,F,bus,1011,RD Mantois,Mantois,008b5b,ffffff,ffffff,A01464,MANTES LA JOLIE Gare Routière - MANTES-LA-JOLIE Gare Routière (via Sangle),
C02433,3255,3255,bus,1030,Francilité Grand Provinois,Provinois - Brie et Seine,006fb6,ffffff,ffffff,A01342,PROVINS (GARE ROUTIERE)  - ESTERNAY (PLACE DE L'EGLISE),
C00130,62,62,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,b80c4b,ffffff,ffffff,A00122,Vaux-sur-Seine / Tessancourt - Les Mureaux (Lycée François Villon),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01468,3253,3253,bus,1030,Francilité Grand Provinois,Provinois - Brie et Seine,7ac597,0,0,A01307,FONTAINE-FOURCHES (CALVAIRE)  - MONTEREAU-FAUT-YONNE (GARE SNCF),
C01488,471,471,bus,100,RATP,,0055c8,ffffff,ffffff,A01197,471,
C01135,106,106,bus,100,RATP,,ff1400,ffffff,ffffff,A00990,106,
C02627,Bus Soir Les Mureaux,Soir,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,662583,ffffff,ffffff,A02470,BUS SOIREE POISSY - VERNEUIL-SUR-SEINE - LES MUREAUX,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02067,317,317,bus,1018,Francilité Ouest Essonne,Essonne Sud Ouest,83c491,0,0,A02439,Estouches - Étampes - HLM Bas,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01531,418,418,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,e74215,ffffff,ffffff,A01371,TRAPPES ( Gare)  - PLAISIR (zi Les Gatines),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00783,58,58,bus,1040,Francilité Seine et Oise,Cergy-Pontoise Confluence,82c8e6,0,0,A00672,PONTOISE (CANROBERT)  - ST-OUEN-L'AUMONE (AVENUE DE LA MARE),
C00538,451,451,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,e18409,ffffff,ffffff,A00457,GUYANCOURT - CHEVREUSE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01379,9,9,metro,100,RATP,,b6bd00,0,0,A01542,9,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/5fe858163d92581d16bcab8aba61f26a
C02363,Corbeil - La Ferté Alais,BUS SNCF,bus,800,SNCF,Transilien,aaaaaa,0,0,A01729,Corbeil - La Ferté Alais,
C00122,6283,6283,bus,1034,Transdev Versailles,Grand Versailles,640082,ffffff,ffffff,A00114,NOISY-LE-GRAND (Tuilerie Bignon)  - LA CELLE-ST-CLOUD (Lycée Corneille),
C02281,3632,3632,bus,1009,Transdev Melun,Grand Melun,ea9999,0,0,A02335,PONTHIERRY (MOULIGNON) - CESSON GARE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01955,79,79,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,9cffe1,0,0,A02191,RAMBOUILLET - VILLIERS-SAINT-FREDERIC,
C00180,29,29,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,e1021d,ffffff,ffffff,A00165,DOURDAN (S.N.C.F.)  - RAMBOUILLET (GARE SNCF),
C00204,23,23,bus,1029,Keolis Roissy Pays de France Est,Roissy Est,e3051c,ffffff,ffffff,A00208,ViILLEPARISIS Marché -Roissypôle RER,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01555,95-42,95-42,bus,1007,Transdev Vexin,Vexin,82c8e6,0,0,A01400,MAGNY-EN-VEXIN (Gare Routière)  - HAUTE-ISLE (Lapin savant),
C01625,412,412,bus,1038,TISSE,Evry Centre Essonne,676464,ffffff,ffffff,A01475,LE COUDRAY-MONTCEAUX (G. d'Estrées)  - LE COUDRAY-MONTCEAUX (Libellules),
C01809,380,380,bus,100,RATP,,82dc73,0,0,A02156,380,
C01859,TER Normandie Bus,TER,bus,800,SNCF,,aaaaaa,0,0,A02174,TER Normandie (Ligne J),
C00444,30-11,30-11,bus,30,Cars Lacroix,ValBus,9fc11d,ffffff,ffffff,A00386,ERMONT (gare)  - ERMONT (les Espérances/La Tour/ St Exupéry),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01952,39,39,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,fea347,ffffff,ffffff,A02188,AUFFARGIS - LA-QUEUE-LEZ-YVELINES,
C00771,44,44,bus,1040,Francilité Seine et Oise,Cergy-Pontoise Confluence,d282be,0,0,A00664,PONTOISE (Gare)  - CERGY (RER CERGY-ST-CHRISTOPHE),
C00731,9,9,bus,1011,RD Mantois,Mantois,008b5b,ffffff,ffffff,A00632,VERNEUIL SUR SEINE ou MEULAN - MANTES LA JOLIE,
C02626,Bus Soir Vernouillet-Verneuil,Soir,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,662583,ffffff,ffffff,A02470,BUS SOIREE POISSY - VERNEUIL-SUR-SEINE - LES MUREAUX,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01367,V6,V6,bus,100,RATP,,79bb92,0,0,A01240,593 (Valouette V6),
C01232,220,220,bus,100,RATP,,a0006e,ffffff,ffffff,A01089,220,
C01710,487,487,bus,100,RATP,,ffbe00,0,0,A01773,487,
C00518,39-303,39-303,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,646363,ffffff,ffffff,A00449,ST-REMY-LES-CHEVREUSE - RAMBOUILLET,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00624,17,17,bus,1025,Keolis Portes et Val de Brie,Pays Briard,c04192,ffffff,ffffff,A00532,GUIGNES (EGLISE)  - CHESSY (CHAUMES EN BRIE),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01453,3241,3241,bus,1030,Francilité Grand Provinois,Provinois - Brie et Seine,f49fb3,0,0,A01306,BRAY-SUR-SEINE - PROVINS,
C00126,172,172,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,9a95bb,ffffff,ffffff,A00118,CRESPIERES (Croix Marie)  - NOISY-LE-ROI (Collège La Quintinie),
C01828,3,3,bus,111,Mobicité,Titus,33ff33,0,0,A01779,Titus 3 (verte),
C00651,18,18,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,bb4b9b,ffffff,ffffff,A00560,Vernouillet-Verneuil (Gare) - Chapet,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02524,TàD Ozoir-la-Ferrière,TàD,bus,1025,Keolis Portes et Val de Brie,Pays Briard,fecb00,0,0,A02702,TAD d'Ozoir-la-Ferrière,
C01264,289,289,bus,100,RATP,,a0006e,ffffff,ffffff,A01124,289,
C01365,TUVIM,TUVIM,bus,100,RATP,,ff1400,ffffff,ffffff,A01227,589 (TUVIM),
C02506,Soirée Yerres Sud,Soir,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,652c8f,ffffff,ffffff,A02352,TAD Crosnes/ Yerres/ Brunoy/ Boussy Saint Antoine/ Quincy sous Sénart,
C00370,13,13,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,ccb299,0,0,A00334,DRAVEIL (BERGERIES ST HUBERT)  - VIGNEUX-SUR-SEINE - JUVISY-SUR-ORGE (SNCF),
C02160,32S,32S,bus,1020,Transdev Brie et 2 Morin,Brie et 2 Morin,38761d,ffffff,ffffff,A02615,CHARLY-SUR-MARNE (Poste) - LA FERTE-SOUS-JOUARRE (Gare SNCF),
C00547,10 (Future 440),10,bus,1032,Transdev Côteaux de la Marne,Marne et Seine,5b3800,ffffff,ffffff,A00472,SUCY-EN-BRIE (SUCY-BONNEUIL RER) - CHENNEVIERES-SUR-MARNE (CENTRE COMMERCIAL PINCE VENT),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01616,401,401,bus,1038,TISSE,Evry Centre Essonne,bab1d7,0,0,A01466,CORBEIL-ESSONNES (Gare RER)  - ST-MICHEL-SUR-ORGE (Rue Berlioz),
C00627,23,23,bus,1002,Transdev Marne-la-Vallée,Marne-la-Vallée,b94e9a,ffffff,ffffff,A00535,LAGNY-SUR-MARNE (LAGNY SNCF)  - CHESSY (CHESSY Gares),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00927,40,40,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,cc0000,ffffff,ffffff,A00794,LE PLESSIS-PLACY (Beauval)  - LIZY-SUR-OURCQ (gare S.N.C.F.),
