ID_Line,Name_Line,ShortName_Line,TransportMode,OperatorRef,OperatorName,NetworkName,ColourWeb_hexa,TextColourWeb_hexa,TextColourPrint_hexa,ID_GroupOfLines,ShortName_GroupOfLines,Picto
C01446,205,205,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,db0073,ffffff,ffffff,A01300,Cité Montézin Moret Loing et Orvanne <=> Gare Moret Veneux les Sablons,
C01766,116,116,bus,1013,RD Saclay,Paris Saclay,ff6600,ffffff,ffffff,A02133,Gare d'Epinay - EPINAY SUR ORGE,
C01787,95-31,95-31,bus,1007,Transdev Vexin,Vexin,d978ff,0,0,A02143,Marines (Ces Hautiers) - Arronville,
C02108,37B,37B,bus,1025,Keolis Portes et Val de Brie,Pays Briard,ceacd2,0,0,A00909,MELUN (place de l'ermitage/gare sncf)  - OZOUER-LE-VOULGIS (les Etards),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01299,351,351,bus,100,RATP,,f1c232,0,0,A01156,351,
C00060,13,13,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,fc96d0,ffffff,ffffff,A00056,MONTFORT-L'AMAURY - MERE - NEZEL,
C01740,L,L,rail,800,SNCF,Transilien,c4a4cc,0,0,A02176,Transilien L,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/ae6ca077709c1256ae09d9954aa8ece8
C00830,17A,17A,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,006b2d,ffffff,ffffff,A00714,HERICY (FONTAINEROUX)  - BAGNEAUX-SUR-LOING (HOTEL DE VILLE),
C00011,5,5,bus,1025,Keolis Portes et Val de Brie,Pays Briard,c04192,ffffff,ffffff,A00009,EVRY-GREGY-SUR-YERRE - OZOIR-LA-FERRIERE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00443,30-10,30-10,bus,30,Cars Lacroix,Parisis,00aad1,0,0,A00385,BEAUCHAMP (Gare)  - TAVERNY (Gare),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02293,3660,3660,bus,1009,Transdev Melun,Grand Melun,20a12e,0,0,A00690,ST-FARGEAU-PONTHIERRY (FERCOT)  - COLLEGE F VILLON - SAINT - FARGEAU - PONTHIERRY,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01430,Filéo Roissy Sud - Villeparisis Mitry-Mory(sur réservation),Fileo V,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,003bd1,ffffff,ffffff,A02279,VILLEPARISIS (MARCHE) - ROISSYPOLE (RER),
C01105,69,69,bus,100,RATP,,82c8e6,0,0,A00959,69,
C01964,9D,9D,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,a69514,ffffff,ffffff,A00706,VOULX (VAUCORNEILLE)  - NEMOURS (CITE SCOLAIRE),
C01619,404,404,bus,1038,TISSE,Evry Centre Essonne,99c400,ffffff,ffffff,A01469,RIS-ORANGIS (BOIS DE L'EPINE RER)  - EVRY (BRAS DE FER RER),
C02630,612,612,bus,1024,Transdev Nord Seine-Saint-Denis,Terres d'Envol,640082,ffffff,ffffff,A02789,Gare d'Aulnay-sous-Bois <> Gare de Sevran Livry,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02522,Soirée Tournan-Gretz,Soir,bus,1025,Keolis Portes et Val de Brie,Pays Briard,662583,ffffff,ffffff,A02700,Service divergent de soirée Tournan Gretz,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01326,485,485,bus,100,RATP,,ff5a00,0,0,A01772,485,
C01295,346,346,bus,100,RATP,,d2d200,0,0,A01152,346,
C01119,87,87,bus,100,RATP,,640082,ffffff,ffffff,A00973,87,
C02153,S2,S2,bus,1012,Keolis Argenteuil Boucles de Seine,Argenteuil - Boucles de Seine,c99eff,0,0,A02262,HOUILLES-CARRIERES (RER) - BERGES DE MONTESSON,
C01491,37,37,bus,1012,Keolis Argenteuil Boucles de Seine,Argenteuil - Boucles de Seine,ff8c57,0,0,A01331,VILLE-D'AVRAY - RUEIL-MALMAISON,
C02289,113,113,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,bd1220,ffffff,0,A02349,ST SAUVEUR (ECOLE) - PERTHES EN GÂTINAIS (COLLEGE),
C02222,63,63,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,f78f4b,0,0,A02308,Verneuil (Les Clairières) - Poissy (Le Corbusier / Notre-Dame),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00028,501,501,bus,3,N4 Mobilités,Sit'bus,e2a34e,0,0,A00028,OZOIR-LA-FERRIERE (Intermarché)  - ROISSY-EN-BRIE (RER),
C02450,42,42,bus,1018,Francilité Ouest Essonne,Essonne Sud Ouest,5291ce,ffffff,ffffff,A02423,Gare de Dourdan - Gare de Dourdan (via hopital),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00544,439,439,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,79ac2b,ffffff,ffffff,A00456,VERSAILLES (CHATEAU RIVE GAUCHE GARE)  - VOISINS-LE-BRETONNEUX (CHAMFLEURY),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00437,30-05,30-05,bus,30,Cars Lacroix,Parisis,1a171b,ffffff,ffffff,A00382,Montigny/Beauchamp (Gare) - Cormeilles en Parisis ou Sartrouville (Gare),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00789,41,41,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,25fde9,0,0,A00676,MONTEREAU-FAUT-YONNE (gare)  - MELUN (gare),
C01429,Filéo Othis (sur réservation),Filéo OTH,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,b80b4b,ffffff,ffffff,A01552,Filéo villeparisis - othis,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01695,247,247,bus,100,RATP,,ff5a00,0,0,A01762,247,
C02262,Soirée Montgeron,Soir,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,662583,ffffff,ffffff,A02340,TAD DRAVEIL/ MONTGERON/ VIGNEUX SUR SEINE,
C00031,A,A,bus,3,N4 Mobilités,Sit'bus,008d36,ffffff,ffffff,A00029,ROISSY-EN-BRIE (Manoir)  - NOISIEL (RER),
C00234,R7,R7,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,b397c7,ffffff,ffffff,A00217,LOUVRES (RER)  - LOUVRES (RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00876,3609,3609,bus,1009,Transdev Melun,Grand Melun,ffec00,0,0,A00757,JAVAL - VAUX LE PENIL - NAZARETH - MELUN,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01581,613,613,bus,293,TRA,Seine-Saint-Denis,00814f,ffffff,ffffff,A01427,AULNAY-SOUS-BOIS (Gare R.E.R.)  - CHELLES (Gare S.N.C.F.),
C01436,B,B,bus,1027,Francilité Pays de Montereau,Pays de Montereau,95c11f,ffffff,ffffff,A01290,VARENNES-SUR-SEINE (Maison rouge)  - CANNES-ECLUSE (Saint-Georges),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01535,461,461,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,79ac2b,ffffff,ffffff,A01374,MONTIGNY-LE-BRETONNEUX (SAINT QUENTIN GARE)  - MAGNY-LES-HAMEAUX (MERANTAIS),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01966,11C,11C,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,cf95c2,0,0,A00708,BRANSLES (ARISTIDE BRIAND)  - ST-PIERRE-LES-NEMOURS (GARE SNCF),
C02093,02A,02A,bus,1020,Transdev Brie et 2 Morin,Brie et 2 Morin,e46c0a,0,0,A00890,VILLENEUVE-LE-COMTE (MAIRIE)  - COULOMMIERS (CITE SCOLAIRE),
C01523,402,402,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,b1b9df,0,0,A01363,Le Mesnil-Saint-Denis / Montigny Saint-Quentin Gare,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00815,34,34,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,3bb2ff,0,0,A00699,CHATEAU-LANDON (PLACE DE VERDUN)  - MELUN (PLACE DE L'ERMITAGE),
C00821,8A,8A,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,b4dbf6,0,0,A00705,CHAMPAGNE-SUR-SEINE (PLACE SCHNEIDER)  - NEMOURS (CITE SCOLAIRE),
C02584,Soir Provins,Soir,bus,1030,Francilité Grand Provinois,Provinois - Brie et Seine,65318f,ffffff,ffffff,A02602,TAD divergent CC Provinois,
C00063,65,65,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,d977cf,ffffff,ffffff,A00059,HOUDAN (GARE SNCF)  - HOUDAN (GARE SNCF),
C01983,35,35,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,bc9616,ffffff,ffffff,A02199,FLEXANVILLE - MONTFORT-L'AMAURY,
C02645,Bus soirée SQY Montigny-Voisins,Soir,bus,1023,Francilité Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,aaaaaa,0,0,A02694,Bus soirée SQY Montigny-Voisins,
C00250,707,707,bus,1029,Keolis Roissy Pays de France Est,Roissy Est,81c491,0,0,A00229,ROUVRES (Eglise)  - LONGPERRIER (Lycée Charles de Gaulle),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00913,18,18,bus,1020,Transdev Brie et 2 Morin,Brie et 2 Morin,674ea7,ffffff,ffffff,A00781,CRECY-LA-CHAPELLE (ANCIENNE GENDARMERIE)  - MEAUX (COUBERTIN),
C01683,T4,T4,bus,800,SNCF,Transilien,dfaf47,0,0,A01761,T4,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/c370af8b5511d975ebb6d62b5dc1b10f
C02344,T13,T13,tram,800,SNCF,Transilien,8d653d,0,0,A02373,T13,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/07d202b2a699910502ae61197977502d
C00194,12,12,bus,1039,Keolis Nord Val d’Oise,Haut Val d'Oise,98b3de,ffffff,ffffff,A00177,GOUSSAINVILLE (RER)  - CHAUMONTEL (MAIRIE),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00549,Brie Bus,BrieBus,bus,40,SETRA,,b2ff00,ffffff,ffffff,A00462,BRIE-COMTE-ROBERT (Service Urbain),
C01875,30-48,30-48,bus,30,Cars Lacroix,Parisis,46b293,ffffff,ffffff,A02164,HERBLAY (Gare) - HERBLAY (Jean-Baptiste Poquelin),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01120,88,88,bus,100,RATP,,d2d200,0,0,A00974,88,
C01133,104,104,bus,100,RATP,,ff1400,ffffff,ffffff,A00988,104,
C01330,La Traverse Bièvre Montsouris,BIEVRES,bus,100,RATP,,bb4d98,ffffff,ffffff,A01201,513 (Traverse Bièvre - Montsouris),
C00094,15,15,bus,1033,Transdev Cœur Essonne,Cœur d’Essonne,86ca7d,0,0,A00084,VILLEMOISSON-SUR-ORGE - EPINAY-SUR-ORGE (GARE),
C02430,82 (Future 448),82,bus,1032,Transdev Côteaux de la Marne,Marne et Seine,38761d,ffffff,ffffff,A00078,St Maur des Fossés (La Varenne RER) - Ormesson sur Marne (Pince Vent),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00137,511,511,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,8a8946,ffffff,ffffff,A00129,AUBERGENVILLE (D 113)  - ST-GERMAIN-EN-LAYE (Galliéni),
C00617,37,37,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,09a88e,ffffff,ffffff,A00525,VILLIERS-LE-BEL (RER)  - GONESSE (Hôpital),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02008,353,353,bus,100,RATP,,d2d200,0,0,A02233,SAINT-DENIS (Université) - SAINT-DENIS (ZAc du Landy Nord),
C00985,7001,7001,bus,1038,TISSE,Evry Centre Essonne,8066ff,0,0,A00850,TIGERY - CORBEIL ESSONNE,
C01374,4,4,metro,100,RATP,,a0006e,ffffff,ffffff,A01537,4,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/827ff49af57d362f6a7c5f2d1022528c
C00221,71,71,bus,1029,Keolis Roissy Pays de France Est,Roissy Est,8e6539,ffffff,ffffff,A00198,MITRY-MORY (GARE DE VILLEPARISIS)  - MITRY-MORY (VILLEPARISIS MITRY LE NEUF RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02183,6253,6253,bus,1034,Transdev Versailles,Grand Versailles,8fffe0,0,0,A00860,Gare de Saint-Cyr-l'Ecole via Jean Macé - Gare de Saint-Cyr-l'Ecole,
C02509,Soirée Quincy sous Sénart,Soir,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,652c8f,ffffff,ffffff,A02352,TAD Crosnes/ Yerres/ Brunoy/ Boussy Saint Antoine/ Quincy sous Sénart,
C01799,6160,6160,bus,1017,Keolis Vélizy Vallée de la Bièvre,Vélizy Vallées,a50034,ffffff,ffffff,A00453,260 Versailles - Magny-les-Hameaux,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01384,14,14,metro,100,RATP,,62259d,ffffff,ffffff,A01547,14,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/7b99df056fae694cd8d96c160696d757
C01704,S2,S2,bus,1033,Transdev Cœur Essonne,Cœur d’Essonne,00a092,ffffff,ffffff,A00079,STE-GENEVIEVE-DES-BOIS (GARE RER)  - STE-GENEVIEVE-DES-BOIS (L SAMPAIX),
C02480,41,41,bus,1011,RD Mantois,Mantois,ffcc30,0,0,A02472,AUBERGENVILLE GARE - AUBERGENVILLE FRESQUE - AUBERGENVILLE GARE,
C00914,19,19,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,f79036,0,0,A00782,MEAUX - CHESSY - SERRIS (R.E.R.),
C01246,255,255,bus,100,RATP,,6e6e00,ffffff,ffffff,A01105,255,
C00741,26,26,bus,1011,RD Mantois,Mantois,65318f,ffffff,ffffff,A01463,MAGNANVILLE Lycée Senghor  - MANTES LA JOLIE Lycées Saint Exupery et Rostand,
C01400,N31,N31,bus,100,RATP,Noctilien,ff82b4,0,0,A01251,N31,
C00351,Inter-Vals,InterVals,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,14488e,ffffff,ffffff,A00330,Draveil (Hôpital Joffre) - Villeneuve St Georges (Centre hospitalier USG),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01708,104,104,bus,1018,Francilité Ouest Essonne,Essonne Sud Ouest,d5c900,0,0,A01767,LARDY - LA NORVILLE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01366,AMIBUS,AMIBUS,bus,1022,Transdev Vallée Sud,Vallée Grand Sud Paris,3c91dc,0,0,A01228,SRL de Châtillon,
C01737,H,H,rail,800,SNCF,Transilien,84653d,ffffff,ffffff,A01849,Transilien H,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/b874ac42d638fc887ea98f56789a036d
C00866,26,26,bus,1003,Transdev Senart,Sénart,b6de92,0,0,A00747,LIEUSAINT (Gare RER)  - LIEUSAINT (Gare RER),
C02235,Ns,Ns,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,38761d,ffffff,ffffff,A02651,Meaux - Gare de Meaux (Qaui 1) <> Villenoy - Institut des Métiers,
C02604,R9,R9,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,662483,ffffff,ffffff,A02728,ligne R9 Gare de Survilliers- Fosses - PLAILLY- Vergers,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01879,2,2,bus,1002,Transdev Marne-la-Vallée,Marne-la-Vallée,f59bbb,0,0,A02184,VAL D'EUROPE - LAGNY-SUR-MARNE,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00773,47,47,bus,1040,Francilité Seine et Oise,Cergy-Pontoise Confluence,5a230a,ffffff,ffffff,A00666,VAUREAL (LA BUSSIE)  - JOUY-LE-MOUTIER (CROIX ST JACQUES),
C00254,711,711,bus,1029,Keolis Roissy Pays de France Est,Roissy Est,f3a4ba,0,0,A00233,OTHIS (SAINT LAURENT)  - MEAUX (SNCF ou LEP COUBERTIN),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01159,131,131,bus,100,RATP,,6e5b1e,ffffff,ffffff,A01014,131,
C00032,D,D,bus,3,N4 Mobilités,Sit'bus,2c2e83,ffffff,ffffff,A00030,ROISSY-EN-BRIE (RER)  - PONTAULT-COMBAULT (RER),
C01103,67,67,bus,100,RATP,,ff82b4,0,0,A00957,67,
C02422,TàD Eaubonne Domont,TàD,bus,1008,Transdev Valmy,Vallée de Montmorency,fecb00,0,0,A02356,GARE DOMONT - EAUBONNE HÔPITAL SIMONE VEIL,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01427,5,5,bus,101,STBC,Apolo 7,00b8e0,0,0,A01278,VAIRES-SUR-MARNE (Gare SNCF Square)  - VILLEVAUDE (Poitou),
C02231,Ls,Ls,bus,1019,Transdev Marne-et-Ourcq,Meaux et Ourcq,b6d7a8,0,0,A02639,Trilbardou - Rue des Près <>  Esbly - Collège Louis Braille,
C00529,39-203,39-203,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,93c465,0,0,A00448,CERNAY-LA-VILLE (LES COTTAGES)  - RAMBOUILLET (GARE ROUTIERE ARBOUVILLE),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01316,390,390,bus,100,RATP,,82c8e6,0,0,A01175,390,
C01494,7 (ex SAMOIS),7,bus,1026,Transdev Pays de Fontainebleau,Fontainebleau - Moret,10101,ffffff,ffffff,A01334,Chemin de l'Orée Samois sur Seine <=> Collège International Fontainebleau,
C00374,LP2,LP2,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,f092ba,0,0,A00336,DRAVEIL (BERGERIES ST HUBERT)  - JUVISY-SUR-ORGE (SNCF),
C00302,1513,1513,bus,1008,Transdev Valmy,Vallée de Montmorency,f38f53,0,0,A00277,ENGHIEN-LES-BAINS (SNCF)  - ECOUEN (Maillol),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00355,B,B,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,fdcc0d,0,0,A00331,VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE,
C01275,304,304,bus,100,RATP,,d2d200,0,0,A01135,304,
C02411,Caméléon T8,BUS T8,bus,100,RATP,,837902,0,0,A02150,T8,
C01274,303,303,bus,100,RATP,,6e6e00,ffffff,ffffff,A01134,303,
C01308,368,368,bus,100,RATP,,d2d200,0,0,A01167,368,
C02304,Chavilbus,ChavilBus,bus,39,SAVAC,Chavilbus,c99eff,0,0,A02212,Chavilbus,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01137,108,108,bus,100,RATP,,ff82b4,0,0,A00992,108,
C01214,194,194,bus,100,RATP,,ff5a00,0,0,A01072,194,
C00252,709,709,bus,1029,Keolis Roissy Pays de France Est,Roissy Est,e3b229,0,0,A00231,ST-MARD (Collège Brassens)  - LONGPERRIER (Gazon),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00835,5,5,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,004c93,0,0,A00719,NEMOURS (CARREFOUR DE L'EUROPE)  - ST-PIERRE-LES-NEMOURS (NEMOURS BEAUREGARD),
C01826,1,1,bus,111,Mobicité,Titus,ff0000,ffffff,ffffff,A01777,Titus 1 (Rouge),
C01735,DIM,DIM,bus,1039,Keolis Nord Val d’Oise,Haut Val d'Oise,97d4e2,0,0,A01768,Bruyères sur Oise (Rue de Boran) - Beaumont sur Oise (Mairie),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01307,367,367,bus,100,RATP,,ffbe00,0,0,A01166,367,
C00181,30,30,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,8eccc1,ffffff,ffffff,A00166,RAMBOUILLET (PRAIRIE)  - EMANCE (RUE DE GAZERAN),
C01657,418,418,bus,1014,RD Bièvre,Bièvre,0055c8,ffffff,ffffff,A02759,GROUPE SCOLAIRE SOPHIE BARAT - COLLEGE JEAN MOULIN,
C00502,3918,3918,bus,1037,Transdev Sud Yvelines,Centre et Sud Yvelines,ec6445,ffffff,ffffff,A00435,LIMOURS (MONUMENT)  - ARPAJON (GARE SNCF),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01763,102,102,bus,1033,Transdev Cœur Essonne,Cœur d’Essonne,29bcff,ffffff,ffffff,A00076,MAROLLES-EN-HUREPOIX (Gare)  - MAROLLES-EN-HUREPOIX (Gare),
C01303,356,356,bus,100,RATP,,ff5a00,0,0,A01160,356,
C00607,9509,9509,bus,1039,Keolis Nord Val d’Oise,Haut Val d'Oise,a09923,0,0,A00517,BAILLET-EN-FRANCE - MONTSOULT - VILLIERS-ADAM,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C01403,N62,N62,bus,100,RATP,Noctilien,ff82b4,0,0,A01254,N62,
C02082,559D,559D,bus,100,RATP,,6e6e00,ffffff,ffffff,A01229,559 - Ligne bleue,
C01815,32 ZA,32 ZA,bus,1028,Keolis Roissy Pays de France Ouest,Roissy Ouest,e3b229,0,0,A02498,Gare de Goussainville - Gare de Roissypole,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00340,402,402,bus,1014,RD Bièvre,Bièvre,ff5a00,0,0,A00319,ANTONY RER  - MASSY ZAC DU MOULIN,
C02019,T11,T11,bus,800,SNCF,Transilien,f58f53,0,0,A02225,T11,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/b8957b0e036e5aa94716ecb7285bea30
C00748,81,81,bus,1011,RD Mantois,Mantois,f58f53,ffffff,ffffff,A00631,81 ISSOU Mairie - PORCHEVILLE - EPONE Gare ou 82 GARGENVILLE Hanneucourt - EPONE Gare,
C02100,R1-R2-R3,R1-R2-R3,bus,1015,Keolis Val d'Yerres Val de Seine,Val d'Yerres Val de Seine,74b655,0,0,A00497,YERRES (LETHUMIERE)  - BRUNOY (L.TALMA),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C00861,53,53,bus,1003,Transdev Senart,Sénart,ff7f00,ffffff,ffffff,A00742,COMBS-LA-VILLE (GARE RER)  - MELUN (BOULEVARD GAMBETTA),
C00102,4325,4325,bus,1016,Keolis Val d'Essonne Deux Vallées,Essonne Sud Est,a38478,0,0,A00092,FONTENAY-LE-VICOMTE (STADE)  - BALLANCOURT-SUR-ESSONNE (COLLEGE),
C02418,105,105,bus,1033,Transdev Cœur Essonne,Cœur d’Essonne,d282be,0,0,A00296,BRETIGNY-SUR-ORGE (RER)  - BONDOUFLE (GARE),
C01961,8B,8B,bus,1031,Transdev Vallée du Loing,Vallée du Loing - Nemours,b4dbf6,0,0,A00705,CHAMPAGNE-SUR-SEINE (PLACE SCHNEIDER)  - NEMOURS (CITE SCOLAIRE),
C01250,262,262,bus,100,RATP,,a0006e,ffffff,ffffff,A01109,262,
C01169,144,144,bus,100,RATP,,d282be,0,0,A01024,144,
C02559,67,67,bus,1010,Keolis Seine et Oise Est,Poissy - Les Mureaux,008c5a,ffffff,ffffff,A02566,Les Mureaux (Gare) - Saint-German-en-Laye (Nicot / RER),https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
C02272,3661,3661,bus,1009,Transdev Melun,Grand Melun,fdc300,0,0,A02515,HOTEL DE VILLE FLORELITES SAINT - FARGEAU - PONTHIERRY - LYCEE JOLIOT CURIE - DAMMARIE - LES - LYS,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/referentiel-des-lignes/files/37b0b83646222f1e3a45084a6eb6a7f7
