codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
488,Champigny-sur-Yonne,411462,Champigny-sur-Yonne,411461,Champigny-sur-Yonne,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,709667.2453,6802641.7879
489,Pont-sur-Yonne,411459,Pont-sur-Yonne,411458,Pont-sur-Yonne,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,714966.4154,6798457.5328
506,Gisors,74348,Gisors,59301,Gisors,A01852,C01739, J,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,611581.408,6910209.5208
179,Brunoy,67476,Brunoy,58873,Brunoy,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,663694.0682,6844442.4782
315,Javel,71150,Javel,45346,Javel,A01840 / A01543,C01727 / C01380, C /  10,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,647017.9577,6861032.4801
31,Coulommiers,67920,Coulommiers,43117,Coulommiers,A01844,C01730, P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,705996.4597,6856424.8785
113,Bréval,65051,Bréval,43100,Bréval,A02174,C01748,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,593189.0116,6872485.3127
102035,Avron,71697,Buzenval / Avron,42271,Avron,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655825.258,6861486.6576
102037,Alexandre Dumas,71728,Alexandre Dumas,45196,Alexandre Dumas,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655585.2053,6861969.1765
102073,Courcelles,71376,Courcelles,42771,Courcelles,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648959.9764,6864592.6739
104037,Barbès-Rochechouart,71426,Barbès Rochechouart,42280,Barbès Rochechouart,A01535 / A01537,C01372 / C01374, 2 /  4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652297.6246,6865054.0172
109059,Chaussée d'Antin - La Fayette,73689,Chaussée d'Antin - La Fayette,42589,Chaussée d'Antin - La Fayette,A01540 / A01542,C01377 / C01379, 7 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651094.5269,6863866.8329
117039,Jaurès,71940,Jaurès,43425,Jaurès,A01535 / A01538 / A01550,C01372 / C01375 / C01387, 2 /  5 /  7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653807.1912,6864930.9923
103067,Villiers,71403,Villiers,45056,Villiers,A01535 / A01536,C01372 / C01373, 2 /  3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649742.7839,6864782.058
101079,Esplanade de la Défense,71485,Esplanade de La Défense,42962,Esplanade de La Défense,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,644988.6344,6865608.5883
1601,Adrienne Bolland,73669,Adrienne Bolland,58502,Adrienne Bolland,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,656621.5514,6863725.9328
1805,Coeur d'Orly,69577,Coeur d'Orly,58782,Coeur d'Orly,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653769.8907,6848359.1046
1026,L'Ile-Saint-Denis,72319,L'Ile-Saint-Denis (Mairie),46331,L'Île Saint-Denis,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651616.0568,6870845.9499
117091,Bagneux - Lucie Aubrac,483315,Bagneux - Lucie Aubrac,483280,Bagneux - Lucie Aubrac,A01537,C01374,4,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,1,649861.7413,6856151.5575
117095,Lisière Pereire,64622,Lisière Pereire,480929,Lisière Pereire,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,632042.8483,6867421.5159
117094,Camp des Loges,480927,Camp des Loges,480926,Camp des Loges,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,632694.7697,6868605.405
1828,Parc des Sports,70009,Parc des Sports,486817,Parc des Sports,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,645028.5569,6853565.2583
1825,Vallée aux Loups,425723,Vallée aux Loups,486823,Vallée aux Loups,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,645183.3272,6852111.7599
1823,Les Peintres,69839,Les Peintres,486827,Les Peintres,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,646041.0227,6851874.9594
1836,Massy Europe,486992,Massy Europe,486961,Massy Europe,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,646495.0887,6847280.092
161,Petit-Vaux,60985,Petit-Vaux,486887,Petit-Vaux,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,650909.403508,6842009.72149
1833,Amédée Gordini,60856,Amédée Gordini,486974,Amédée Gordini,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,653883.3591,6840055.0096
1842,Anny Flore,71397,Anny Flore,490885,Anny Flore,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,647600.294379,6864807.74133
11,Ozoir-la-Ferrière,462934,Ozoir-la-Ferrière,462901,Ozoir-la-Ferrière,A01843,C01729, E,RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,677235.3132,6852342.4269
14,Esbly,68653,Esbly,47322,Esbly,A01844,C01730, P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,0,686089.6333,6867024.6677
18,Lizy-sur-Ourcq,69237,Lizy-sur-Ourcq,47486,Lizy-sur-Ourcq,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,702322.8492,6880206.813
19,Changis-Saint-Jean,68980,Changis - Saint-Jean,47928,Changis - Saint-Jean,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,701912.112,6873245.7503
20,La Ferté-sous-Jouarre,68918,La Ferté-sous-Jouarre,43246,La Ferté-sous-Jouarre,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,709148.4649,6872324.7668
192,Guillerval,59450,Guillerval,43134,Guillerval,A02179,C01857,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,630385.8394,6808661.3316
196,Arpajon,60072,Arpajon,43068,Arpajon,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,644026.1784,6832024.3368
198,Breuillet,60028,Breuillet - Bruyères-le-Châtel,47925,Breuillet - Bruyères-le-Châtel,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,640402.1894,6831115.3789
201,Sermaise,59842,Sermaise,47950,Sermaise,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,631298.2893,6826579.4598
207,Villabé,60124,Villabé,47904,Villabé,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,660292.2364,6832647.1609
214,Boutigny,59565,Boutigny,47895,Boutigny,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653894.1826,6815094.2882
100,Le Perray,62804,Le Perray,43235,Le Perray,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,615843.5759,6844270.1575
119,Juziers,65988,Juziers,43137,Juziers,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,615486.8098,6877541.8936
227,Herblay,65897,Herblay,47603,Herblay,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,638664.8937,6877032.3616
237,Vaucelles,66520,Vaucelles,47963,Vaucelles,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,643636.6227,6880483.2392
239,Bessancourt,66672,Bessancourt,43090,Bessancourt,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642252.5611,6882002.5147
246,Groslay,65749,Groslay,43133,Groslay,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,652673.8951,6876236.2646
71,Souppes-Château-Landon,61094,Souppes - Château-Landon,47118,Souppes - Château-Landon,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,680396.8204,6786763.7009
83,Coignières,63369,Coignières,47932,Coignières,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,620663.0266,6849805.0329
86,Villepreux-les-Clayes,64145,Villepreux - Les Clayes,43221,Villepreux - Les Clayes,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,626057.9803,6858648.3881
91,Beynes,64338,Beynes,46857,Beynes,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,617506.4097,6862805.5645
96,Le Vésinet-Le Pecq,64582,Le Vésinet - Le Pecq,43237,Le Vésinet - Le Pecq,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,635638.9456,6866798.6738
97,Le Vésinet-Centre,64514,Le Vésinet Centre,53784,Le Vésinet Centre,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,636544.5064,6865911.5752
50,Savigny-le-Temple-Nandy,62290,Savigny-le-Temple - Nandy,47665,Savigny-le-Temple - Nandy,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,669319.9085,6832898.503
53,Livry-sur-Seine,61826,Livry-sur-Seine,45804,Livry-sur-Seine,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,676288.6411,6823383.5443
62,Saint-Mammès,61423,Saint-Mammès,47953,Saint-Mammès,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,686419.3266,6809170.1893
144,Louveciennes,64341,Louveciennes,473506,Louveciennes,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,635672.2688,6862710.5575
150,Athis-Mons,63134,Athis-Mons,46395,Athis-Mons,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656121.8461,6845998.1465
180,Courcelle-sur-Yvette,62951,Courcelle sur Yvette,47052,Courcelle sur Yvette,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,633619.1989,6844942.8938
182,La Hacquinière,62825,La Hacquinière,47046,La Hacquinière,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,637561.2751,6844237.2403
185,Marolles-en-Hurepoix,59948,Marolles-en-Hurepoix,43159,Marolles-en-Hurepoix,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647682.6388,6829720.8563
186,Bouray,59830,Bouray,47905,Bouray,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647587.8337,6826086.0186
349,Boissy-Saint-Léger,72881,Boissy-Saint-Léger,43094,Boissy-Saint-Léger,A01856,C01742, A,RER,0,1,0,0,0,0,1,0,0,0,RATP,1,1,663575.0957,6850344.7529
350,Les Saules,69662,Les Saules,46298,Les Saules,A01840 / A02371,C01727 / C02317, C / TRAM 9,RER / TRAM,0,1,0,1,0,0,0,0,0,0,SNCF / KEOLIS,1,0,657170.2467,6849597.5358
372,Le Vert-de-Maisons,73624,Le Vert de Maisons,464040,Le Vert de Maisons,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658287.4706,6854414.3946
380,Garches - Marnes-la-Coquette,70713,Garches - Marnes-la-Coquette,47770,Garches - Marnes-la-Coquette,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640335.3566,6860110.6115
381,Sèvres-Ville-d'Avray,70686,Sèvres - Ville-d'Avray,47767,Sèvres - Ville-d'Avray,A02176 / A01855,C01740 / C01741, L /  U,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,641321.8823,6858872.4898
389,Nanterre-Préfecture,70945,Nanterre Préfecture / Esplanade Charles De Gaulle,43169,Nanterre Préfecture,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,643047.9675,6866473.2621
391,La Garenne-Colombes,72148,La Garenne-Colombes,47412,La Garenne-Colombes,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644270.4218,6868005.7355
403,Drancy,72652,Drancy,43122,Drancy,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,660052.9228,6870441.1306
410,Sevran-Livry,73439,Sevran - Livry,43194,Sevran - Livry,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,665912.703,6870801.0785
411,Vert-Galant,73482,Vert Galant,46222,Vert Galant,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,668242.3007,6871666.4392
432,Port Royal,71106,Port Royal,44500,Port Royal,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,651345.3912,6860202.4555
451,Stade de France-Saint-Denis,72206,Stade de France Saint-Denis,43204,Stade de France Saint-Denis,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,652391.9594,6868815.5544
452,Magenta,478733,Gare du Nord,58572,Magenta,A01843,C01729, E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,652970.1854,6864719.4497
475,Épernon,411512,Épernon,411511,Épernon,A02172,C01744,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,602805.0282,6834686.5794
253,Bouffémont-Moisselles,66795,Bouffémont - Moisselles,47517,Bouffémont - Moisselles,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,650500.3654,6883022.3168
258,Les Noues,66650,Les Noues,47968,Les Noues,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,661831.4374,6881603.1593
260,Survilliers-Fosses,69450,Survilliers - Fosses,47958,Survilliers - Fosses,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,665349.0638,6888966.3709
263,Villaines,67072,Villaines,47522,Villaines,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,652548.9681,6886798.008
265,Viarmes,67176,Viarmes,47525,Viarmes,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,653878.2458,6890942.0835
267,Luzarches,67177,Luzarches,47528,Luzarches,A01849,C01737, H,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,657664.2411,6890969.1213
270,Persan-Beaumont,67292,Persan - Beaumont,43178,Persan - Beaumont,A01849,C01737, H,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,647308.0195,6894456.673
273,L'Isle-Adam-Parmain,67172,L'Isle-Adam - Parmain,47589,L'Isle-Adam - Parmain,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642324.4147,6890841.0083
279,Osny,66977,Osny,51494,Osny,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,631150.2588,6885200.4785
286,Vanves-Malakoff,70584,Vanves - Malakoff,43214,Vanves - Malakoff,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,648018.5284,6857824.3592
300,La Croix-de-Berny-Fresnes,69813,La Croix de Berny,46007,La Croix de Berny Fresnes,A01857 / A02527,C01743 / C02528, B / TRAM 10,RER / TRAM,0,1,0,1,0,0,0,0,1,0,RATP / RD Bièvre,1,0,648856.2342,6851512.9527
309,Arcueil-Cachan,70263,Arcueil - Cachan,43067,Arcueil - Cachan,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,650648.8903,6855633.6248
326,Châtelet-Les Halles,474151,Châtelet les Halles,45102,Châtelet les Halles,A01856 / A01857 / A01842,C01742 / C01743 / C01728, A /  B /  D,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,1,652093.2252,6862619.0665
335,Avenue du Président Kennedy,71212,Avenue du Président Kennedy Maison de Radio France,45419,Avenue du Président Kennedy Maison de Radio France,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647131.0084,6861753.2572
336,Auber,478926,Auber,45873,Auber,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,650849.5187,6863778.7626
342,Fontenay-sous-Bois,71630,Fontenay-sous-Bois,47238,Fontenay-sous-Bois,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,660625.7196,6860550.1345
503,Saint-Leu d’Esserent,411330,Saint-Leu-d'Esserent,411329,Saint-Leu-d'Esserent,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,657519.2075,6901721.5976
511,Crépy-en-Valois,411397,Crépy-en-Valois,411396,Crépy-en-Valois,A02175,C01738, K,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,691795.0734,6903486.8914
512,Ormoy-Villers,411388,Ormoy-Villers,411387,Ormoy-Villers,A02175,C01738, K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,688199.9209,6900140.4555
79,Saint-Cyr,73731,Saint-Cyr,46990,Saint-Cyr,A01847 / A01855 / A01840 / A02373,C01736 / C01741 / C01727 / C02344, N /  U /  C / TRAM 13,TRAIN / RER / TRAM,1,1,0,1,0,0,0,0,1,0,SNCF / TRANSKEO,1,0,631823.8458,6855803.8011
1609,Rosa Parks,73798,Rosa Parks,58498,Rosa Parks,A01843 / A01757,C01729 / C01679, E / TRAM 3b,RER / TRAM,0,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,1,654090.4936,6866468.1059
1,Chelles - Gournay,68407,Chelles - Gournay,58879,Chelles - Gournay,A01844 / A01843,C01730 / C01729, P /  E,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,669437.8834,6863871.754
136,Poissy,64883,Poissy,47874,Poissy,A01852 / A01856,C01739 / C01742, J /  A,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,629745.1416,6870791.9926
127,Achères-Ville,73604,Achères Ville,46647,Achères Ville,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,632479.4116,6874918.7323
458,Saint-Ouen-l'Aumône-Liesse,66659,Saint-Ouen-l'Aumône Liesse,43150,Saint-Ouen-l'Aumône Liesse,A01849 / A01840,C01737 / C01727, H /  C,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,636256.5278,6881918.3815
131,Aubergenville Élisabethville,65490,Aubergenville Élisabethville,43070,Aubergenville Élisabethville,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,615689.4213,6875303.4616
135,Villennes-sur-Seine,64949,Villennes-sur-Seine,47966,Villennes-sur-Seine,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,626715.9052,6871521.4701
170,Igny,63352,Igny,43083,Igny,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,643439.379,6849245.9704
397,Le Stade,72287,Le Stade,43236,Le Stade,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,645853.4331,6870467.3375
423,Villeneuve-Triage,69671,Villeneuve Triage,46304,Villeneuve Triage,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658724.7365,6849522.7369
480,Vernon,74127,Vernon - Giverny,59038,Vernon - Giverny,A01852,C01739, J,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,588825.1367,6889038.6145
450,Orly 4,63278,Aéroport Orly 4 (Terminal Sud),473873,Aéroport Orly 4 (Terminal Sud),A01551 / A02134,C01388 / C01774,ORLYVAL / TRAM 7,VAL / TRAM,0,0,0,1,1,0,0,0,0,1,RATP,1,0,653552.494,6847812.8137
416,Saint-Denis,72323,Saint-Denis,412743,Saint-Denis,A01849 / A01842 / A01191 / A02150,C01737 / C01728 / C01389 / C01795, H /  D / TRAM 1 / TRAM 8,TRAIN / RER / TRAM,1,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,1,652034.1393,6870871.7529
61,Moret-Veneux-les-Sablons,61410,Moret - Veneux-les-Sablons,47130,Moret - Veneux-les-Sablons,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,685107.9482,6808711.6006
169,Massy-Palaiseau,63244,Massy - Palaiseau,486884,Massy - Palaiseau,A01857 / A01840 / A02708,C01743 / C01727 / C02529, B /  C / TRAM 12,RER / TRAM,0,1,0,1,0,0,1,0,1,0,RATP/SNCF,1,1,645504.0,6847524.0
122,Vaux-Sur-Seine,66338,Vaux-sur-Seine,43217,Vaux-sur-Seine,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,624173.8056,6879076.9707
145,Bougival,64301,Bougival,47790,Bougival,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,636319.7216,6861929.1249
314,Champ de Mars,73844,Champ de Mars Tour Eiffel,58757,Champ de Mars Tour Eiffel,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647890.7859,6862058.7507
318,Issy,70612,Issy,43084,Issy,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,645510.7668,6857953.7249
519,Nogent-l'Artaud-Charly,411385,Nogent-L'Artaud - Charly,411384,Nogent-L'Artaud - Charly,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,723633.8126,6874360.9553
327,Gare de l'Est,71359,Gare de l'Est,470519,Gare de l'Est,A01844 / A01537 / A01538 / A01540,C01730 / C01374 / C01375 / C01377, P /  4 /  5 /  7,TRAIN / METRO,1,0,1,0,0,1,0,0,0,0,RATP/SNCF,1,1,653020.19,6864341.0068
103061,Havre-Caumartin,73688,Gare Saint-Lazare,58718,Haussmann Saint-Lazare,A01536 / A01542,C01373 / C01379, 3 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650636.3658,6863963.9719
388,Nanterre-Université,70956,Nanterre Université,43170,Nanterre Université,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,RATP/SNCF,1,1,642339.2582,6867081.744
101049,Saint-Paul,71222,Saint-Paul (Le Marais),44881,Saint-Paul (Le Marais),A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653110.2705,6861878.3873
101061,Concorde,71298,Concorde,45676,Concorde,A01534 / A01541 / A01545,C01371 / C01378 / C01382, 1 /  8 /  12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650331.6676,6863130.2462
103043,Parmentier,71801,Parmentier,58725,Parmentier,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654118.8397,6862984.2509
103053,Sentier,73634,Sentier,44825,Sentier,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652064.6885,6863252.1122
104055,Cité,71223,Cité,42639,Cité,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652109.5387,6861853.2274
104071,Raspail,71088,Raspail,45314,Raspail,A01537 / A01539,C01374 / C01376, 4 /  6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650878.8981,6860087.4642
105067,Richard Lenoir,73648,Richard Lenoir,44641,Richard Lenoir,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653918.3593,6862387.5727
109051,Saint-Philippe du Roule,71334,Saint-Philippe du Roule,44884,Saint-Philippe du Roule,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649389.1585,6863778.9259
109071,Oberkampf,71803,Oberkampf,45193,Oberkampf,A01538 / A01542,C01375 / C01379, 5 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653632.6748,6862959.513
109089,Robespierre,71725,Robespierre,44650,Robespierre,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,657661.786,6861897.8455
110023,Boulogne - Pont de Saint-Cloud,70721,Boulogne Pont de Saint-Cloud / Rhin et Danube,42381,Boulogne Pont de Saint-Cloud - Albert Kahn,A01543,C01380,10,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,643378.5475,6860353.9039
110029,Église d'Auteuil,71166,Église d'Auteuil,42947,Église d'Auteuil,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646364.8036,6861037.7277
110035,Michel Ange-Molitor,73658,Michel-Ange - Molitor,44139,Michel-Ange - Molitor,A01542 / A01543,C01379 / C01380, 9 /  10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645831.3566,6860830.4268
110061,Maubert-Mutualité,71190,Maubert Mutualité,44119,Maubert Mutualité,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652170.2062,6861313.803
112045,Falguière,73641,Falguière,42981,Falguière,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649937.2765,6860707.7605
113069,Brochant,73661,Brochant,45487,Brochant,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650151.8308,6865834.137
114045,Gaîté,73675,Gaîté,43046,Gaîté,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650272.1512,6860055.6506
114053,Varenne,71232,Varenne,45131,Varenne,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649744.034,6862088.4335
114059,Miromesnil,71346,Miromesnil,43511,Miromesnil,A01542 / A01546,C01379 / C01383, 9 /  13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649717.076,6863958.3667
114063,Liège,71382,Liège,43814,Liège,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650643.5277,6864611.9937
114067,La Fourche,71474,La Fourche,43548,La Fourche,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650559.5701,6865452.1927
117031,Danube,71930,Danube,42822,Danube,A01550,C01387, 7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655558.3764,6864814.7578
117037,Bolivar,71920,Bolivar,58767,Bolivar,A01550,C01387, 7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654126.1074,6864698.1965
106037,Daumesnil,71614,Daumesnil,45229,Daumesnil,A01539 / A01541,C01376 / C01378, 6 /  8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655664.7496,6860115.9193
106067,Sèvres-Lecourbe,71144,Sèvres Lecourbe,44829,Sèvres Lecourbe,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649327.718,6860841.6954
