codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
5,Noisiel,68153,Noisiel,44199,Noisiel,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,671867.3203,6860452.9548
75,Versailles Château,73721,Versailles Château Rive Gauche,43220,Versailles Château Rive Gauche,A01840,C01727, C,RER,0,1,0,0,0,0,1,0,0,0,SNCF,1,0,636026.8334,6855923.5959
311,Musée d'Orsay,71269,Musée d'Orsay,45705,Musée d'Orsay,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,650606.0,6862468.0
504,Précy-Sur-Oise,411327,Précy-sur-Oise,411326,Précy-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,654614.7579,6900596.6691
383,Bibliothèque François Mitterrand,71572,Bibliothèque François Mitterrand Emile Durkheim,45301,Bibliothèque François Mitterrand,A01840 / A01547,C01727 / C01384, C /  14,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,654315.4819,6858938.0999
301,Antony,69759,Antony,43066,Antony,A01857 / A01551,C01743 / C01388, B / ORLYVAL,RER / VAL,0,1,0,0,1,0,0,0,0,1,RATP,1,1,648611.4024,6850764.9
148,Montreuil,63989,Montreuil,43167,Montreuil,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,637792.7016,6856540.9872
155,Grand-Bourg,73627,Grand Bourg,45860,Grand Bourg,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658402.9741,6838850.2444
167,Massy-Verrières,63320,Massy - Verrières,47940,Massy - Verrières,A01857 / A01840,C01743 / C01727, B /  C,RER,0,1,0,0,0,0,0,0,0,0,RATP/SNCF,1,0,646607.1661,6848552.7229
188,Chamarande,59734,Chamarande,47927,Gare de Chamarande,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,642062.4133,6824065.6532
483,Voves,411450,Voves,411449,Voves,A02179,C01857,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,597776.8772,6798085.6536
271,Bruyères-sur-Oise,67325,Bruyères-sur-Oise,47533,Bruyères-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,650744.5404,6895250.2439
302,Fontaine-Michalon,69647,Fontaine Michalon,43124,Fontaine Michalon,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,648227.1941,6849441.8358
332,Avenue Foch,71321,Avenue Foch,45437,Avenue Foch,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,646804.2192,6863555.7388
341,Vincennes,71651,Vincennes,43224,Vincennes,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,658348.5648,6860960.3591
499,Ferrières - Fontenay,411489,Ferrières - Fontenay,411488,Ferrières - Fontenay,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,683034.4489,6777304.272
384,Gare du Nord,71410,Gare du Nord,462394,Gare du Nord,A01849 / A02175 / A01857 / A01842 / A01537 / A01538,C01737 / C01738 / C01743 / C01728 / C01374 / C01375, H /  K /  B /  D /  4 /  5,TRAIN / RER / METRO,1,1,1,0,0,1,0,0,0,0,RATP/SNCF,1,1,652793.9852,6864737.208
251,Saint-Ouen-l'Aumône - Quartier de l'Eglise,66731,Saint-Ouen-l'Aumône Quartier de l'Église,47955,Saint-Ouen-l'Aumône Quartier de l'Église,A01852,C01739, J,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,634449.2845,6882492.0391
443,Terminal 2 - Gare TGV,73699,Aéroport CDG - Terminal 2 (TGV),473364,Aéroport Charles de Gaulle 2 (Terminal 2),A01857 / A01516,C01743 / C00563, B / CDGVAL,RER / VAL,0,1,0,0,1,0,1,0,0,1,SNCF,1,1,668582.2523,6878393.4208
101051,Hôtel de Ville,415852,Hôtel de Ville de Paris - 4ème Arrondissement,470524,Hôtel de Ville,A01534 / A01544,C01371 / C01381, 1 /  11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652403.2862,6862141.6107
103071,Wagram,71423,Wagram,45508,Wagram,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649008.6628,6865090.3639
103077,Louise Michel,73667,Louise Michel,51613,Louise Michel,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647796.9264,6865645.6998
110043,Charles Michels,71156,Charles Michels,42557,Charles Michels,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647601.6845,6860957.9773
111043,Pyrénées,71864,Pyrenées,44580,Pyrénées,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654913.7648,6863937.4476
111047,Goncourt,71840,Goncourt,43298,Goncourt,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653867.1922,6863509.3023
111053,Rambuteau,71273,Rambuteau,44593,Rambuteau,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652568.2852,6862546.5161
112071,Saint-Georges,71366,Saint-Georges,44867,Saint-Georges,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651436.8124,6864442.7809
112081,Marcadet-Poissonniers,71511,Marcadet Poissonniers,44075,Marcadet Poissonniers,A01537 / A01545,C01374 / C01382, 4 /  12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652311.725,6865917.5442
114049,Duroc,71159,Duroc,42874,Duroc,A01543 / A01546,C01380 / C01383, 10 /  13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649850.1764,6860973.6892
114071,Porte de Saint-Ouen,72078,Porte de Saint-Ouen,44525,Porte de Saint-Ouen,A01546 / A01757,C01383 / C01679, 13 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,650801.1471,6866583.3841
114077,Carrefour Pleyel,72217,Carrefour Pleyel,42447,Carrefour Pleyel,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651823.021,6868980.4409
116035,Pelleport,71828,Pelleport,45630,Pelleport,A01549,C01386, 3bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656100.7414,6863323.2148
106033,Picpus,71639,Picpus,44334,Picpus,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656061.0276,6860723.8589
106053,Glacière,71026,Glacière,45276,Glacière,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651808.0022,6859208.4674
107091,Mairie d'Ivry,70488,Mairie d'Ivry,44051,Mairie d'Ivry,A01540,C01377,7,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,654783.53,6856892.9064
108025,Félix Faure,71137,Félix Faure,42984,Félix Faure,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648031.8468,6860532.9003
108039,Madeleine,71324,Madeleine,43898,Madeleine,A01541 / A01545 / A01547,C01378 / C01382 / C01384, 8 /  12 /  14,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650498.2822,6863567.7761
108077,Liberté,71558,Liberté,43811,Liberté,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656380.4618,6858670.8213
108081,École Vétérinaire de Maisons-Alfort,70522,École Vétérinaire de Maisons-Alfort,42889,École Vétérinaire de Maisons-Alfort,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,657583.9566,6857347.8995
109035,Jasmin,73657,Jasmin,43423,Jasmin,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646299.9369,6861633.6924
105037,Bobigny Pablo Picasso,72486,Bobigny Pablo Picasso,42345,Bobigny Pablo Picasso,A01538 / A01191,C01375 / C01389, 5 / TRAM 1,METRO / TRAM,0,0,1,1,0,0,0,1,0,0,RATP,1,0,659623.938,6867515.9438
106041,Bercy,71607,Gare de Bercy,58728,Bercy,A01539 / A01547,C01376 / C01384, 6 /  14,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654430.0611,6860207.2141
107041,Louis Blanc,71407,Louis Blanc,43823,Louis Blanc,A01540 / A01550,C01377 / C01387, 7 /  7bis,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,653407.0364,6864748.6267
107081,Maison Blanche,70645,Maison Blanche,44057,Maison Blanche,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652903.9414,6858204.6036
108083,Maisons-Alfort-Stade,70426,Maisons-Alfort - Stade,44066,Maisons-Alfort - Stade,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,658470.4404,6856712.2781
112035,Porte de Versailles,71045,Porte de Versailles,49515,Porte de Versailles,A01545 / A01193,C01382 / C01391, 12 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,1,0,RATP,1,0,647753.0893,6859407.2414
107083,Porte d'Italie,70596,Porte d'Italie,473456,Porte d'Italie,A01540 / A01193,C01377 / C01391, 7 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,653017.0055,6857855.5184
103039,Père Lachaise,71787,Père Lachaise,44310,Père Lachaise,A01535 / A01536,C01372 / C01373, 2 /  3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655059.738,6862720.6773
103069,Malesherbes,71416,Malesherbes,59370,Malesherbes,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649328.8075,6864985.5498
109075,Voltaire,71750,Voltaire,45065,Voltaire,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654511.3779,6862161.0305
110037,Chardon Lagache,71141,Chardon Lagache,42543,Chardon Lagache,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646165.0735,6860823.259
114005,Olympiades,71557,Olympiades,479056,Olympiades,A01547,C01384,14,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,1,653541.3819,6858753.3201
1017,La Ferme,73787,La Ferme,52382,La Ferme,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,658768.7601,6867888.0078
1023,Pont de Bondy,72478,Pont de Bondy,44471,Pont de Bondy,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,661146.0246,6867319.644
1305,Brancion,71007,Brancion,42387,Brancion,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,648670.4086,6858963.6386
1803,Hélène Boucher,74008,Hélène Boucher (Orlytech),58813,Hélène Boucher (Orlytech),A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652897.0945,6849065.271
1811,Porte de l'Essonne,74009,Porte de L'Essonne,58786,Porte de L'Essonne,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,1,0,RATP,1,0,653777.5267,6846225.7682
1027,Mairie de Villeneuve-la-Garenne,72324,Mairie,46332,Mairie de Villeneuve-la-Garenne,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651232.1542,6870831.2069
117072,Epinay - Orgemont,72382,Epinay - Orgemont,50483,Epinay - Orgemont,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,1,0,RATP,1,1,648413.7231,6873068.5658
117054,Soleil Levant,70186,Soleil Levant,44838,Soleil Levant,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,645884.1547,6854724.362
117045,Inovel Parc Nord,63717,Inovel Parc Nord,44285,Inovel Parc Nord,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,641888.0801,6853770.2053
117044,Louvois,63703,Louvois,43830,Louvois,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,640959.0733,6853633.1244
1509,Victor Basch,70972,Victor Basch,58494,Victor Basch,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,643534.0094,6868503.8192
1009,Stade Géo André,73697,Stade Géo André,46119,Stade Géo André,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,656185.3758,6869542.6678
448,Jacques-Henri Lartigue,70662,Jacques-Henri Lartigue,43420,Jacques-Henri Lartigue,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,645706.3474,6858548.3171
1034,Asnières Quatre Routes,72267,Quatre Routes,42142,Quatre Routes,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,1,0,RATP,1,1,646828.2734,6869940.8617
117080,Camille Groult,70101,Camille Groult,479015,Camille Groult,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655327.8526,6854125.7015
117083,Trois communes,69939,Trois Communes,479026,Trois Communes,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655858.4748,6852711.2993
117088,Christophe Colomb,69719,Christophe Colomb,479016,Christophe Colomb,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,657133.9464,6850379.8719
117068,Les Béatus,72372,Les Béatus,50566,Les Béatus,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,650252.7697,6872618.0593
117051,Pavé Blanc,70049,Pavé Blanc,44300,Pavé Blanc,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,644143.2802,6853673.1835
1014,Hôpital Avicenne,72534,Hôpital Avicenne,43373,Hôpital Avicenne,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,657859.1627,6868580.8555
117065,Villetaneuse - Université,72396,Villetaneuse Université,462926,Villetaneuse Université,A02150 / A02225,C01795 / C01999,TRAM 8 / TRAM 11,TRAM,0,0,0,1,0,0,0,0,1,0,RATP/SNCF,1,1,651847.0093,6873504.6574
117064,Pablo Neruda,72387,Pablo Néruda,59329,Pablo Néruda,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,651894.5951,6873168.3825
117047,Vélizy 2,420144,Vélizy 2 (Nord) / Europe Nord,59053,Vélizy 2,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642691.4361,6854158.6673
117075,La Briqueterie,70391,La Briqueterie,479014,La Briqueterie,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,654091.9332,6856530.6815
400,La Plaine-Stade de France,72211,La Plaine Stade de France - Saint-Denis - Aubervilliers,43145,La Plaine Stade de France,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653277.7337,6868857.3799
473,Bueil,411363,Bueil,411362,Bueil,A02174,C01748,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,585945.3678,6870604.8186
477,Saint-Piat,411502,Saint-Piat,411501,Saint-Piat,A02172,C01744,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,595931.1353,6827866.1835
486,Sens,411453,Sens,411452,Sens,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,719865.7545,6788701.1948
496,Dreux,411493,Dreux,411492,Dreux,A01847,C01736, N,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,580155.7614,6849131.5972
509,Liancourt-Saint-Pierre,411343,Liancourt-Saint-Pierre,411342,Liancourt-Saint-Pierre,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,620255.1512,6902882.7603
510,Lavilletertre,411349,Lavilletertre,411348,Lavilletertre,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,621329.1801,6900823.353
517,Château-Thierry,411379,Château-Thierry,411378,Château-Thierry,A01844,C01730, P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,729938.7108,6882080.9078
361,Bondy,72037,Bondy,43096,Bondy,A01843 / A01761,C01729 / C01843, E / TRAM 4,RER / TRAM,0,1,0,1,0,0,0,0,1,0,SNCF,1,0,661888.3789,6866119.1351
442,Porte de Clichy,71545,Porte de Clichy,44514,Porte de Clichy,A01840 / A01546 / A01547 / A01757,C01727 / C01383 / C01384 / C01679, C /  13 /  14 / TRAM 3b,RER / METRO / TRAM,0,1,1,1,0,0,0,0,0,0,RATP/SNCF,1,0,649819.7896,6866235.2447
55,Fontaine-le-Port,61767,Fontaine-le-Port,43123,Fontaine-le-Port,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,681562.2647,6820819.6626
291,Chaville Rive Gauche,73718,Chaville Rive Gauche,43108,Chaville Rive Gauche,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640456.6626,6856430.1887
102,Gazeran,60454,Gazeran,46832,Gazeran,A02172,C01744,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,609594.0525,6836907.634
455,La Borne Blanche,411419,La Borne Blanche,411418,La Borne Blanche,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,0,0,664015.1873,6891935.6596
109067,Strasbourg-Saint-Denis,73633,Strasbourg - Saint-Denis,44909,Strasbourg Saint-Denis,A01537 / A01541 / A01542,C01374 / C01378 / C01379, 4 /  8 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652633.2421,6863445.4801
111045,Belleville,71853,Belleville,42311,Belleville,A01535 / A01544,C01372 / C01381, 2 /  11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654304.3217,6863732.2601
111057,Châtelet,71264,Châtelet,42587,Châtelet,A01534 / A01537 / A01540 / A01544 / A01547,C01371 / C01374 / C01377 / C01381 / C01384, 1 /  4 /  7 /  11 /  14,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,652134.7036,6862200.5693
112037,Convention,71075,Convention,42751,Convention,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648343.221,6859902.1435
105079,Campo Formio,71063,Campo Formio,42426,Campo Formio,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652916.7508,6859646.6967
107073,Censier-Daubenton,71100,Censier Daubenton,42461,Censier Daubenton,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652410.5319,6860215.8558
105055,Stalingrad,71961,Stalingrad,44901,Stalingrad,A01535 / A01538 / A01540,C01372 / C01375 / C01377, 2 /  5 /  7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653606.9153,6865109.1288
106071,La Motte Picquet-Grenelle,71199,La Motte Picquet - Grenelle,43566,La Motte Picquet - Grenelle,A01539 / A01541 / A01543,C01376 / C01378 / C01380, 6 /  8 /  10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648478.7415,6861231.437
1028,La Noue,72313,La Noue,47355,La Noue,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,650690.7799,6870767.7877
1613,Angélique Compoint,72081,Angélique Compoint - Porte de Montmartre,45531,Angélique Compoint - Porte de Montmartre,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,651482.4811,6866628.2902
117102,Les Portes de Saint-Cyr,480952,Les Portes de Saint-Cyr,480937,Les Portes de Saint-Cyr,A02373,C02344,TRAM 13,TRAM,0,0,0,1,0,0,0,0,0,0,Transkeo,1,0,632229.3309,6856678.5462
1829,Le Hameau,70060,Le Hameau,486815,Le Hameau,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,645125.3083,6853892.8941
1827,Noveos,70025,Noveos,486819,Noveos,A02527,C02528,TRAM 10,TRAM,0,0,0,1,0,0,0,0,0,0,RD Bièvre,1,0,644895.0015,6853243.7581
162,Gravigny-Balizy,62667,Gravigny-Balizy,486890,Gravigny-Balizy,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,649768.125058,6843057.05565
1838,Bois de Saint-Eutrope,486998,Bois de Saint-Eutrope,486968,Bois de Saint-Eutrope,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,655444.8229,6837256.7262
1839,Traité de Rome,486999,Traité de Rome,486966,Traité de Rome,A02708,C02529,TRAM 12,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,656338.9772,6836263.2841
1844,Square Sainte-Odile,71470,Square Sainte-Odile,490894,Square Sainte-Odile,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,648446.854546,6865491.96262
516,Mareuil-sur-Ourcq,411376,Mareuil-sur-Ourcq,411375,Mareuil-sur-Ourcq,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,705519.3,6892856.3682
12,Gretz-Armainvilliers,67658,Gretz-Armainvilliers,43131,Gretz-Armainvilliers,A01843,C01729, E,RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,1,679943.5306,6849627.6575
23,Couilly - Saint-Germain - Quincy,68505,Couilly - Saint-Germain - Quincy,47327,Couilly - Saint-Germain - Quincy,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,689315.9711,6864750.2609
25,Crécy-la-Chapelle,68293,Crécy-la-Chapelle,47894,Crécy-la-Chapelle,A01844,C01730, P,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,693083.9624,6862173.2561
30,Mouroux,67944,Mouroux,47943,Mouroux,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,703153.1292,6857081.9218
191,Saint-Martin-d'Etampes,59531,Saint-Martin d'Étampes,47115,Saint-Martin d'Étampes,A01840,C01727, C,RER,0,1,0,0,0,0,1,0,0,0,SNCF,1,1,636768.2154,6814462.2274
202,Dourdan,59836,Dourdan,43121,Dourdan,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,626821.1897,6826403.4096
209,Le Plessis-Chenet,60006,Le Plessis Chenet,45820,Le Plessis Chenet,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,661599.7184,6830525.6467
218,Orsay-Ville,62892,Orsay Ville,43086,Orsay Ville,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,639728.5187,6844463.5866
103,Saint-Rémy-lès-Chevreuse,62978,Saint-Rémy-lès-Chevreuse,47889,Saint-Rémy-lès-Chevreuse,A01857,C01743, B,RER,0,1,0,0,0,0,1,0,0,0,RATP,1,1,631653.9859,6845136.1633
106,Tacoignières-Richebourg,64194,Tacoignières - Richebourg,47959,Tacoignières - Richebourg,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,602293.9952,6859642.5324
107,Houdan,63893,Houdan,47935,Houdan,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,597361.1625,6856013.0322
114,Mantes-la-Jolie,65931,Mantes-la-Jolie,43157,Mantes-la-Jolie,A01852 / A01847,C01739 / C01736, J /  N,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,605082.4575,6877398.8261
115,Mantes-Station,65770,Mantes Station,46965,Mantes Station,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,605964.2565,6876733.9759
117,Issou-Porcheville,65668,Issou - Porcheville,46975,Gare d'Issou,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,610989.2074,6876169.2187
121,Thun-Le-Paradis,66334,Thun le Paradis,46902,Thun le Paradis,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,620931.3088,6879072.9559
232,Épluches,66915,Epluches,47596,Gare Épluches,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,635878.4137,6884270.9091
242,Champ de Courses d'Enghien,65663,Champ de Courses d'Enghien,46477,Champ de Courses d'Enghien,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,648186.9888,6875741.0025
244,La Barre-Ormesson,65360,La Barre Ormesson,46470,La Barre Ormesson,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,649961.2985,6874258.4871
245,Deuil-Montmagny,65562,Deuil - Montmagny,473159,Deuil - Montmagny,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,651576.8784,6875326.5542
81,Trappes,463850,Trappes,43209,Trappes,A01847 / A01855,C01736 / C01741, N /  U,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,626995.593,6853204.4241
85,Fontenay-le-Fleury,63999,Fontenay-le-Fleury,47884,Fontenay-le-Fleury,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,629534.3551,6856780.6821
39,Mormant,62351,Mormant,47184,Mormant,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,691762.5296,6834874.7645
40,Nangis,62168,Nangis,47158,Nangis,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,700886.3594,6829080.7027
47,Boissise-le-Roi,61943,Boissise-le-Roi,45763,Boissise-le-Roi,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,668404.6621,6825586.6127
48,Vosves,61850,Vosves,47967,Vosves,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,670406.9445,6823953.6013
52,Le Mée,62003,Le Mée,45784,Le Mée,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,672355.6837,6826570.1824
54,Chartrettes,61763,Chartrettes,43107,Chartrettes,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,677465.1362,6820801.1626
130,Épône - Mézières,65326,Épône - Mézières,47882,Épône - Mézières,A01852 / A01847,C01739 / C01736, J /  N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,612801.1351,6874367.855
138,Achères-Grand-Cormier,65190,Achères Grand Cormier,47915,Achères Grand Cormier,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,633615.8946,6873208.1444
146,La Celle-Saint-Cloud,64251,La Celle-Saint-Cloud,47880,La Celle-Saint-Cloud,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,636745.4198,6860642.1218
157,Savigny-sur-Orge,60987,Savigny-sur-Orge,43192,Savigny-sur-Orge,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,652325.414,6842005.2007
173,Palaiseau-Villebon,63067,Palaiseau - Villebon,43175,Palaiseau - Villebon,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,643880.3361,6845604.4539
